stock_code,market_cap
048830,44188458280
048870,324501388320
048910,430828900500
049070,400760000000
049080,160071344800
049120,61603265455
049180,277248811000
049430,109933200000
049470,58148473900
049520,58928251880
049550,158614780930
049630,92953006150
049720,138710000000
049770,158374589836
049800,88700000000
049950,196037539558
049960,167320000000
050090,80326026130
050110,138789341840
050760,62888510300
050860,68400000000
050890,407123906000
051160,274001634000
051360,142094993000
051370,303257136000
051380,56566515500
051490,131066000000
051500,390575179400
051600,1883250000000
051630,48516000000
051900,18288908687000
051910,59015198748000
051980,506355014610
052020,229319272500
052330,171320072000
052400,536789571000
052420,174356235456
052460,83265235200
052690,2709798000000
052770,24719121647
052790,126336613700
052860,73059072860
052900,84669995440
053030,524057292000
053050,90712480925
053060,20427038190
053160,83400000000
053210,483001856600
053270,97658443800
053280,244500000000
053300,276977074530
053350,119339223480
053450,121892696720
053590,126436978440
053610,295900000000
053620,78432000000
053690,116697907500
053700,121978846080
053800,821136110000
053980,156252353128
054040,67338705100
054050,189962147850
054090,104579182080
054180,529142007072
054210,273145068000
054410,39215000000
054450,210692211600
054540,66820000000
054620,365056555900
054630,70782001368
054800,132451276800
054930,66000000000
054940,48433380080
054950,194042766600
056080,124165223120
056090,8490049013
056190,1263988352000
056360,78178464000
056700,101827143045
057050,841200000000
057680,163465163920
058400,209901106200
058430,342600000000
058470,2609493744000
058630,184298760110
058730,87083054760
058820,534040678180
058850,113968950000
058860,88397080000
059090,466164053100
059100,50556649000
059120,88322279760
059210,73138105815
060150,563419705200
060240,152829996840
060250,1259566065380
060260,42126525000
060280,244176743700
060310,192754998800
060370,131400000000
060380,69442500000
060540,66901263360
060560,220868278250
060590,204107385600
060720,570626352200
060980,533028363000
061040,189326628100
061250,186399290520
061970,556064318400
062860,59137592800
063080,489363246400
063160,230959000200
063170,471998250000
063440,158774893230
063570,189519890400
063760,66954433400
064260,566761108800
064290,319353744300
064350,2455695000000
064480,57372000000
064550,1293095579100
064760,1459375000000
064820,148946328960
064850,118384000000
064960,735543740800
065060,81738708696
065350,446614155000
065510,102786834150
065530,162544500000
065570,85704439400
065650,117763089300
065680,274184472000
065690,41024046520
065710,107892500000
065770,70559457550
065950,119559563970
066130,122240000000
066310,147670673250
066410,322051694700
066430,26798127678
066590,179376572700
066620,186000000000
066900,84609551160
066910,78940232535
066980,184220803575
067000,332490756700
067010,65158200000
067160,2218490031000
067170,167768494500
067280,222550551450
067290,146661232004
067310,758171652134
067390,167534620880
067570,120335394192
067630,1326372847009
067770,42486760580
067900,222035839800
067920,82690814880
067990,225140165600
068050,194823071300
068240,996139934867
068270,26149257583680
068330,159266536280
068760,3656396929196
068790,157759051620
068930,289733237860
069080,953393868000
069140,46629507795
069260,1077150793800
069510,108009000000
069620,1622120500000
069960,1937722114800
070300,24934160490
070590,38099285145
071050,4848161304000
071090,68798073600
071200,173946745540
071280,81683860020
071670,140500000000
071840,652753236800
071850,51397621176
072020,155376000000
072130,73630633320
072470,153742955740
072770,133617689160
072870,165105282150
072950,38020701618
073010,75931355186
073240,1536842535450
073490,254342286000
073540,42864000000
073570,643193740350
073640,146317513320
074430,222641049540
074600,661143200000
075130,53150720000
075180,105600000000
075580,369521464000
076610,115014327585
077360,155053769325
077970,276106848000
078000,108670307200
078130,547478959170
078150,200240729910
078160,324942331926
078340,1653334970000
078520,207616965120
078590,246779686134
078600,1616173909200
078860,156649164000
078890,244373599536
078930,3925674720500
079000,54360000000
079160,910928231976
079370,71815744000
079550,1025200000000
079810,55341452933
079940,172579971000
079950,52664000000
079960,152484000000
079970,82928829200
080000,119958430650
080010,67161750000
080160,487620000000
080220,164636741740
080420,299354690610
080470,64751000000
080520,81286534280
080530,47105011170
080580,406623854000
081000,537582603750
081150,120007247890
081660,2253907436200
082640,1105306307250
082740,338261821040
082920,351088177600
083310,259135980150
083420,273600000000
083450,134715957210
083470,125698056000
083550,77114167380
083650,130780000000
083660,56834117350
083930,158751819400
084010,457196915700
084180,98749737360
084370,1020909671100
084440,33528711200
084650,49659070689
084680,345298079955
085620,756744207975
085660,1099893400600
085670,113785839100
085810,77776714780
085910,65219965250
086040,119390381220
086060,45033370010
086220,31404379050
086280,3141862500000
086390,623456717000
086450,998127000000
086520,457192089368
086670,96129042200
086790,13510892790000
086890,389896349000
086900,856143862608
086960,17431757760
086980,434444000000
087010,228958068300
087600,69415743000
088130,115159730400
088290,169545924450
088350,3018141750000
088910,79045197840
089010,381111727050
089140,1271196360960
089150,107016000000
089230,1413619056650
089470,187253000000
089590,992307299256
089600,281327813900
089790,102639354350
089850,49745837727
089890,204824280700
089980,1007309331000
090150,109305800721
090350,208000000000
090430,10616435758500
090460,632248346400
090470,90798365760
090850,233901655850
091440,29316920625
091590,108477600000
091700,550296118760
092040,295702820468
092070,236644496100
092130,241474180000
092200,220887071920
092220,498223101322
092230,280094029800
092300,97945848400
092460,106585675350
092590,36820044900
092600,92466753600
092730,219136538700
093050,535092000000
093190,107353089900
093320,233264000000
093370,1804258654577
093520,122677868280
093640,88321718760
093920,118668000000
094170,106168136240
094280,220761620000
094360,75435464875
094480,321292373220
094820,260861665700
094840,81575633600
094970,60126181600
095190,188208183540
095270,65873526400
095340,435947996600
095500,129466745825
095570,261736629050
095610,526823222900
095660,577283437800
095700,1188933828264
095720,386367519825
096040,287718442660
096240,259571997000
096530,2778422880800
096610,48653583355
096690,549166983750
096770,22063023294912
096870,31588832000
097800,91188870876
097870,80315400000
097950,5720590680000
098120,67416532260
098460,1266680229750
098660,33877644960
099190,230291057832
099220,119365388310
099320,456097471400
099410,38794970730
099440,52863527480
100090,758918136000
100120,396073854000
100130,334286550000
100220,109822461450
100660,75474000000
100700,186588000000
100840,60076208133
101160,401217129900
101170,57712500000
101240,73887084992
101360,279506932789
101390,79794869090
101400,36655856715
101490,787268104900
101670,38178000000
101680,12101760000
102120,230467419600
102260,287703525120
102460,998921023500
102710,412918460400
102940,382313926000
103140,927603601800
103590,200864472630
103660,35803952450
104040,69332337415
104460,414081606250
104540,166798798200
104700,413989500000
104830,410390400000
105330,126814741900
105550,83202637860
105560,23534728272000
105630,928000000000
105840,196326111240
106190,76374537268
106240,211500286920
106520,141832878120
108320,1782567280000
108380,165514860900
108670,624149832000
108860,83217080485
109610,186337194000
109740,224577002100
109820,201081290400
109860,130821600000
111770,1978507046200
112040,6091310590400
113810,33117471765
114090,1011340204500
114190,130615190000
114450,82350000000
114630,17646154500
114810,220347423360
115160,221841800180
115390,545815783432
115440,77664024000
115500,81000000000
115530,54370400000
115570,34213616780
115610,30702536828
116100,4430390060
117580,264000000000
117670,78342151280
119610,375580445708
119650,99334400000
119830,189906468300
119850,79777208650000
120110,2454702917200
120240,157469562900
121060,9241680150
121850,27961656525
122350,200131814160
122690,57060438320
122870,1296639140700
122900,366045798000
122990,291734839350
123010,315507374675
123040,262934109900
123330,38360000000
123410,101480678280
123420,213407476600
123570,146353832460
123750,61500883025
123840,65072266887
123860,296307386900
124500,95157051740
126340,234651660277
126600,204316378206
126640,82204984620
126700,251027481600
126880,164754811300
127120,56066426640
127710,117502927120
128660,134186226290
128940,3013869550896
130580,153230000000
130660,544420000000
130740,46854601245
131030,115622283060
131180,61635000000
131220,66270416100
131290,664791882900
131370,378728960130
131400,140242403214
131970,672298732350
134060,37915537500
134580,35996790825
134790,133600000000
136480,305352893250
136490,307945871800
136540,218224259600
136660,27859210000
137400,793667810200
137940,131579266560
137950,224904921400
138040,4455875525500
138070,31375723951
138080,353782363500
138360,155061688320
138490,617500000000
138610,304021455300
139050,58248091323
139130,1750659371550
139480,4683137592000
140860,818828566100
141000,125387248500
142280,174006411920
143160,272196306000
143540,94997776350
145020,2239290264000
148250,127214141850
149950,344925750000
149980,73785273835
150900,98272840900
151860,511200000000
153460,50019907240
153490,89060400000
154030,71790990440
154040,47558743040
155660,111200000000
156100,159172750555
160550,478589717900
160980,178611373050
161000,651892700600
161390,5122234103150
161890,1021644687000
166480,295162265400
170790,108330014000
170900,590964021275
170920,84604279650
171010,84161169180
171120,86154706560
175140,49724768560
175330,1747238269780
176750,189987163520
177350,15980197080
177830,64604103200
179720,9446247000
180400,201682288665
181710,816468058275
182360,247103897300
182400,492905393625
183190,52983002400
183490,92936153475
184230,59520613934
185190,7723490500
185750,1167724465602
186230,170958970400
187220,68828075100
187270,45951617850
187420,197766297900
189690,19156356909
189860,146451578000
189980,145791875295
191410,35168779800
191420,197855549600
192080,998948175732
192250,162897247385
192390,43799842560
192410,91187041648
192440,284087789100
192820,1407339116000
194480,1414430680000
196170,2470634660262
196450,94422713540
196490,39931157240
197140,98835194734
199150,60123242550
199800,1124467546400
200130,1050273486900
200230,337691977220
200470,80205136449
200580,45085555900
200670,276202073800
200710,291256829200
200780,150725908800
200880,208389249270
202960,53679696910
203400,293502244050
203450,59229793245
203650,228991036850
203690,632589806100
204320,2930124288000
204620,183737325070
204840,70204359235
205100,83614809740
205470,144458723115
205500,365580021040
206400,162636276600
206560,613430189400
206640,376959288000
207760,73046823250
208140,94784313400
208350,44439994350
210120,23024250000
210540,140229691600
210980,396804512648
211050,7172408040
212560,65362192900
213420,1343366783900
213500,342728294400
214150,1443186067200
214180,247246500250
214270,137527731180
214320,588000000000
214420,155033179555
214430,121170258000
214450,930297560000
214610,152704817382
214680,87201867060
215000,887971222500
215100,71016104460
215200,913364760000
215360,225564426100
215380,74404992080
215480,336763896945
215570,24298502745
215790,86810186095
216400,82125504750
217190,83131769520
217270,684292709100
217320,9912000000
217500,119295000000
217620,73515306980
217730,120604663575
217820,126668633474
218150,99145282680
218410,834595626100
219130,92188634000
220100,176196777552
220260,381111705450
221800,47984690000
221840,95382340130
222040,168943320000
222080,1127377868100
222670,22344549000
222800,976329482950
222980,75850524000
223220,24210696400
224110,119082000000
224760,26002020000
224810,25368000000
225430,60514898500
225530,303428370450
225570,441450395100
225590,61131256335
226340,83349403140
226360,998588516370
226440,110762142720
229000,98415665526
229500,196286787300
230240,274387026000
232140,437301715500
232530,158678215800
232680,54544475955
233990,12807111772
950110,172905407600
