,dt,name,code,pos_score,neg_score,neu_score
0,20.02.10,평화정공,043370,0.2474251149631128,0.11876886792299224,0.5236230117034136
1,20.01.10,에스엠,041510,0.17972713031552054,0.09677139832214876,0.6054749078371308
2,20.12.17,엘비세미콘,061970,0.18179960265481399,0.1350753473723593,0.5419796527894728
3,21.07.20,KT,030200,0.2657833697385346,0.17840140821128492,0.45284283654579266
4,20.08.13,미래컴퍼니,049950,0.47017125024025097,0.08921446446248017,0.3634178151730367
5,20.10.12,지에스이,053050,0.2825611427898321,0.06749922118035916,0.596164820420796
6,21.06.15,자이에스앤디,317400,0.27546644015846966,0.0884990370440706,0.5335319443283794
7,20.02.05,대교,019680,0.15243739774654005,0.11845190946712245,0.6336318177687549
8,21.08.12,줌인터넷,239340,0.2551581250117706,0.05850165894439629,0.5921639708785323
9,20.03.19,다나와,119860,0.13902777234713237,0.10765922546386719,0.6390592508845859
10,20.02.07,KB금융,105560,0.24728006157610152,0.08930195719003678,0.5375495264927547
11,21.11.03,한국금융지주,071050,0.22790447384321771,0.16024890521756646,0.4793553182056972
12,20.04.22,롯데푸드,002270,0.1987498060146474,0.13993691250404217,0.5365363240982435
13,20.09.10,삼성전기,009150,0.35919873087281684,0.08534341105016839,0.448308886055008
14,20.08.10,네오팜,092730,0.1773895284249669,0.10934635783944811,0.6096553454796473
15,21.07.16,키다리스튜디오,020120,0.17228343543307534,0.08558971357756648,0.6583099073634066
16,20.07.24,기아차,000270,0.2571773164390777,0.11853758611294053,0.5074305793513423
17,20.09.17,디에이피,066900,0.3955730104191418,0.10823290137683644,0.4241065494516954
18,20.07.23,엘앤씨바이오,290650,0.4793276675636806,0.0345010958493702,0.4265927364901891
19,21.04.29,웹젠,069080,0.47745624817334686,0.0374647725545443,0.4011233874467703
20,21.08.04,제이브이엠,054950,0.2877808266878128,0.09105815251668294,0.5061954482396444
21,20.07.08,삼양식품,003230,0.2045350155931838,0.07501322411476298,0.6212590179544815
22,21.11.16,한국콜마,161890,0.18911716216047045,0.14839976466317692,0.5394441775033172
23,20.09.24,이마트,139480,0.20223593548104002,0.1511416541678565,0.5389503934881189
24,21.08.26,안랩,053800,0.2941782994148059,0.040215429128744665,0.5698210207315592
25,20.12.24,코콤,015710,0.3717434044679006,0.06795654575030009,0.4794654035568237
26,20.02.10,SK텔레콤,017670,0.1999601798460764,0.1719639882007066,0.5271775345591938
27,20.05.18,한국전력,015760,0.1694072077148839,0.1939513425032298,0.5086201174217359
28,21.12.24,NAVER,035420,0.30573754671008085,0.09739370447720667,0.4776318673939668
29,21.02.05,LIG넥스원,079550,0.3190512820597618,0.10408275502343331,0.48169888147423345
30,21.11.15,휠라홀딩스,081660,0.27369730915698703,0.12105206669313122,0.48938827583303
31,20.07.16,다나와,119860,0.3541592382249378,0.042415276453608555,0.5023282090822856
32,21.05.06,삼양패키징,272550,0.20746203242464267,0.11068785000354686,0.5719531194326726
33,21.02.04,엔텔스,069410,0.4542424411243863,0.09103003780047099,0.3667223946253459
34,20.06.09,프로테옴텍,303360,0.20933736016352972,0.06962892115116119,0.6443627431988717
35,20.02.05,한솔제지,213500,0.19125320738012141,0.10980381781404669,0.5926457099481063
36,20.12.17,아이원스,114810,0.330790245429778,0.07379215026830697,0.49483597549525177
37,20.03.11,텔코웨어,078000,0.18938093597352193,0.11936689140909006,0.5872380291916313
38,21.12.06,질경이,233990,0.22807770322082907,0.05726821597214717,0.5758115210730559
39,20.11.19,LS,006260,0.25958715155233747,0.12565076740738612,0.4916386358878192
40,20.01.13,NHN,181710,0.22133349002092734,0.11026104933571541,0.5669398186193115
41,20.03.12,지어소프트,051160,0.21007238901578462,0.10891228364064143,0.5774997775371258
42,20.06.05,현대차,005380,0.22347738730453703,0.10953523502217857,0.5600675845641165
43,20.06.01,제넥신,095700,0.22983716088092596,0.05931833194766397,0.6250056913811294
44,21.06.30,KT&G,033780,0.26553879387077245,0.1009477075489088,0.5103035384211047
45,20.11.26,셀트리온제약,068760,0.424854515382396,0.03540199956930507,0.44757467409229035
46,20.05.13,강원랜드,035250,0.20872746056811825,0.1302349185867674,0.5520607652557883
47,20.12.03,브이원텍,251630,0.3410316277040194,0.09719196383811568,0.4607392595783216
48,20.11.09,CJ대한통운,000120,0.2068816300096183,0.11202988909383126,0.5671819684834316
49,20.09.10,유니테스트,086390,0.3734984322545234,0.08096759707740184,0.47910710131184436
50,20.10.07,슈피겐코리아,192440,0.34937509563234115,0.09679918819003636,0.4049988896758468
51,20.06.09,카이노스메드,284620,0.39168575826947016,0.06644574001090217,0.4489326295051866
52,20.07.24,하나금융지주,086790,0.2899585697386,0.08561177953841194,0.5274804423725794
53,20.06.11,조이시티,067000,0.19757740514145958,0.09442030737797419,0.6015785111321343
54,20.07.30,OCI,010060,0.19120664058662043,0.13029140767043199,0.585763183551106
55,20.06.09,젠큐릭스,229000,0.1936185607815733,0.07522856835091468,0.6431459521893228
56,21.01.29,LG하우시스,108670,0.20064096859523228,0.1497661750657218,0.542451172215598
57,20.01.30,삼성전기,009150,0.2259304084588046,0.14543926849294064,0.5242446552758193
58,20.08.05,자이에스앤디,317400,0.1989995227303616,0.09605447012324665,0.5936138445554777
59,21.02.24,동국제약,086450,0.134152388020798,0.10374484536824403,0.6530217372708851
60,20.11.12,KT,030200,0.2648135628551245,0.15860675740987062,0.4584663614630699
61,20.06.05,세종공업,033530,0.20971978594968607,0.15458193879861098,0.5153320975356049
62,20.01.14,신세계인터내셔날,031430,0.2169269591864973,0.10169910145278024,0.5556941457314066
63,21.06.11,롯데쇼핑,023530,0.2278798794746399,0.13446098407109577,0.49252768357594806
64,20.02.07,KB금융,105560,0.1969675686521796,0.11954266681759719,0.5633002258491221
65,20.08.24,한글과컴퓨터,030520,0.22171736308714238,0.11314830929040909,0.5576475246286974
66,20.02.03,포스코케미칼,003670,0.20543135224648243,0.15390342339029853,0.5176966684044532
67,20.04.29,롯데하이마트,071840,0.23441340051817172,0.1044692336158319,0.569299424236471
68,21.03.11,삼천리자전거,024950,0.2857136758773223,0.12066545467013898,0.46915424647538556
69,21.07.30,효성첨단소재,298050,0.22071657243527865,0.11418099434752213,0.5570057202326624
