,dt,name,code,pos_score,neg_score,neu_score
0,16.06.28,동아에스티,170900,0.2502555847167969,0.1474799153705438,0.4989414152999719
1,16.07.25,SK이노베이션,096770,0.26550278440117836,0.1922855536852564,0.4452571836965425
2,16.11.29,한국항공우주,047810,0.33478346798155045,0.09941331244478321,0.48443947898017037
3,16.12.22,LG이노텍,011070,0.2997376204950536,0.17282445357722256,0.4211401432870405
4,16.03.08,CJ CGV,079160,0.2559808729135472,0.08028682094553242,0.5508678092256837
5,16.02.18,유진테크,084370,0.3411674437423547,0.15677757437030473,0.3982163816690445
6,16.08.12,이크레더블,092130,0.18233085408250327,0.11611916427790377,0.6027640307098009
7,16.08.03,GS홈쇼핑,028150,0.26046109900755043,0.1593922364945505,0.491636945920832
8,16.07.28,LG디스플레이,034220,0.24099141865000398,0.0986173957693878,0.5447626385017422
9,16.05.18,벅스,104200,0.13568925465408124,0.0922617454053764,0.6813479194739708
10,16.07.19,코라오홀딩스,900140,0.21215389648713678,0.1871805018429303,0.43935833918562844
11,16.04.22,KB손해보험,002550,0.17245122364589147,0.0803874379822186,0.6372907550207206
12,16.09.02,동부화재,005830,0.15799865543201405,0.032664574282143706,0.7304497447706038
13,16.05.31,노브메타파마,229500,0.26798927545547485,0.016692205497196744,0.6214419310433524
14,16.10.12,신도리코,029530,0.3354646781595742,0.16700322744322987,0.37819510843695664
15,16.10.13,씨엠에스에듀,225330,0.19957948894035527,0.18639749724690508,0.5047042820511795
16,16.06.23,IHQ,003560,0.30801146371023996,0.12243702723866418,0.45465212918463205
17,16.04.29,세아베스틸,001430,0.17335182783955877,0.2044388638301329,0.4929545780813152
18,16.03.25,송원산업,004430,0.287423586164202,0.14676090172358922,0.42898310286658153
19,16.06.20,한국전자금융,063570,0.1820598103284022,0.12423591188603293,0.6028334019330581
20,16.02.05,환인제약,016580,0.1912580310470528,0.156730176260074,0.5101207554754283
21,16.11.01,LG유플러스,032640,0.23113416368896897,0.1203782320022583,0.5185095526076652
22,16.05.04,셀트리온,068270,0.29334779403039385,0.11442261614969798,0.524071926517146
23,16.07.29,대림산업,000210,0.23276167155123081,0.15601915283268,0.5109297738594263
24,16.04.04,삼성전기,009150,0.2353694423817206,0.1629510014385417,0.5015977947176367
25,16.06.27,한라IMS,092460,0.2459841305794923,0.09911191651943645,0.5555585324764252
26,16.05.02,삼성화재,000810,0.26115281683833974,0.07563754112312668,0.5636902477004027
27,16.10.28,기아차,000270,0.2492055426272311,0.17907903938330422,0.4652407312578009
28,16.05.02,호텔신라,008770,0.22003013271876057,0.14968704033379604,0.5174075155848205
29,16.12.14,크라운제과,005740,0.1504395325978597,0.1666991740465164,0.5930042743682862
30,16.07.15,NAVER,035420,0.2922738225473834,0.11867400056364909,0.47956076281608184
31,16.05.12,게임빌,063080,0.3219409149857194,0.12714727831558442,0.4414864326586746
32,16.11.02,SK네트웍스,001740,0.20423899868025852,0.14059323821235542,0.5334381601918283
33,16.02.03,아모레퍼시픽,090430,0.12814978667145946,0.07645390693712052,0.7012306988467658
34,16.07.21,두산,000150,0.3042091553283827,0.09008515395488836,0.46405048085953376
35,16.10.07,한국맥널티,222980,0.15299706171022964,0.08218717695082595,0.6590080239228754
36,16.01.27,현대차,005380,0.1888404057017364,0.14482693635861935,0.5331652017049892
37,16.04.05,SK하이닉스,000660,0.18022339052932207,0.19540020282878431,0.5204519869283188
38,16.09.26,더존비즈온,012510,0.24956793812188235,0.1303463266654448,0.5265410772778771
39,16.01.25,삼성SDI,006400,0.2269619321428574,0.13754894786974498,0.5341715215932111
40,16.08.16,한세실업,105630,0.1830196959701011,0.14081084110387942,0.5545685527528205
41,16.02.23,한화생명,088350,0.1614483507132969,0.2362253234430325,0.48386838428813256
42,16.08.09,코스맥스,192820,0.29958435837091973,0.1199193171492205,0.4540070110643414
43,16.08.01,아모레퍼시픽,090430,0.2738691003699052,0.13559955463074802,0.48512198213945357
44,16.02.05,한국타이어,161390,0.25761727311394433,0.2394125759601593,0.3553904244652042
45,16.04.12,현대로템,064350,0.269753889799118,0.08254397439956665,0.5381410236358642
46,16.05.31,이엔드디,101360,0.2078945224231246,0.02507778682277701,0.6685348604358522
47,16.01.22,LG화학,051910,0.17372886730091913,0.1122962287848904,0.5894893672139871
48,16.08.12,한화케미칼,009830,0.1692171531512325,0.08110803813862622,0.6461661841188159
49,16.06.01,우주일렉트로,065680,0.2596370409653839,0.09969605513791133,0.5303478240966797
50,16.05.27,드래곤플라이,030350,0.32518666036545285,0.12453505727979872,0.4272070697375706
51,16.01.25,KB금융,105560,0.21557434962456484,0.13905362425798393,0.5439943200852497
52,16.07.25,SK이노베이션,096770,0.32523627797762555,0.1604265594482422,0.3953709876537323
53,16.05.25,휴켐스,069260,0.24753313820232406,0.0833447513221198,0.5577071050969128
54,16.07.06,강스템바이오텍,217730,0.5363018737210856,0.06577495785502645,0.29395218328996137
55,16.08.29,한국전력,015760,0.10383031593067178,0.07015101659682489,0.7394644203907799
56,16.07.06,선바이오,067370,0.1759681957108634,0.10188494693665277,0.6327571130934215
57,16.06.23,셀트리온,068270,0.2234608565058027,0.08284665260996138,0.628405453477587
58,16.07.26,S-Oil,010950,0.21555626311817686,0.16975739759367867,0.4881649071031863
59,16.08.11,한온시스템,018880,0.2106706984750517,0.16314410311835154,0.496639982684628
60,16.04.08,현대글로비스,086280,0.2820225759324702,0.13722159645774148,0.4768770123747262
61,16.07.28,LG디스플레이,034220,0.28466411357495325,0.10435211035742689,0.5093877153165305
62,16.11.15,쇼박스,086980,0.16856143607033625,0.16553248167037965,0.5284072796503703
63,16.05.13,케이탑리츠,145270,0.16480212951008277,0.0303487775823738,0.7407351034351543
64,16.11.02,SK네트웍스,001740,0.18793120419877207,0.13071778187384972,0.603005325437611
65,16.05.02,삼성중공업,010140,0.1767765821195116,0.1738293365715376,0.5325966699450624
66,16.05.11,GKL,114090,0.19062832418808157,0.11791703576422007,0.5707850643133713
67,16.05.31,NHN한국사이버결제,060250,0.21039197024177103,0.12125930340350174,0.5822210340690213
68,16.06.03,에스엠,041510,0.11866213311075541,0.05109638662238396,0.7531763417402487
69,16.01.11,NAVER,035420,0.18262127320246713,0.17198163136891428,0.5386360293853654
70,16.07.29,대림산업,000210,0.25361903295195176,0.1181125485458257,0.490447995852839
71,16.06.13,삼보모터스,053700,0.20675719901919365,0.15353197173068397,0.5081886547176462
72,16.07.29,대림산업,000210,0.20388222833474476,0.10198452770709991,0.609795555472374
73,16.10.28,기아차,000270,0.1768351531188403,0.15723020450345107,0.5308517519650715
74,16.08.09,현대홈쇼핑,057050,0.2760884634086064,0.15472288105798804,0.45955295351721487
75,16.04.22,대림산업,000210,0.2716191465204412,0.1277520185583955,0.49812615834749663
76,16.02.03,GS홈쇼핑,028150,0.1430151765149064,0.07440250581758885,0.6977188678606887
77,16.05.10,이마트,139480,0.2217856441320998,0.12545974435431234,0.5516432272584251
78,16.10.04,만도,204320,0.1802397912198847,0.14070790680972012,0.5776534383947199
79,16.01.29,S-Oil,010950,0.20891407955417318,0.20129207418768447,0.46559409986543393
80,16.05.03,KTH,036030,0.2588299602608789,0.1347100870175795,0.4852900637144392
81,16.11.14,솔브레인,036830,0.18848595023155212,0.13509257352843726,0.5646670992226944
82,16.05.16,솔브레인,036830,0.3451089191086152,0.13690546452999114,0.38722278686130746
83,16.03.21,SK하이닉스,000660,0.20112265111544195,0.15933695384579846,0.5418368144931957
84,16.07.27,스카이라이프,053210,0.21222773287031385,0.10978180858823988,0.5974570404158698
85,16.04.28,메리츠화재,000060,0.1882000142022183,0.08110134460424122,0.6485309851797003
86,16.09.28,CJ대한통운,000120,0.33942898487051326,0.07452809893422657,0.4782269336283207
87,16.08.01,경동나비엔,009450,0.22166473533325046,0.1196979182982162,0.5520292718419916
88,16.08.04,LG이노텍,011070,0.21025767869497897,0.10325633209837964,0.5627352805179957
89,16.06.16,맥쿼리인프라,088980,0.2138728633657232,0.07619490105289596,0.5940129618655454
90,16.10.11,현대미포조선,010620,0.2956472464556833,0.10993334578657613,0.4762451721047892
91,16.02.04,컴투스,078340,0.29081702029163187,0.06745072115551341,0.5543791086158969
92,16.01.12,선데이토즈,123420,0.18704839754281877,0.15137847094730816,0.5543960157823385
93,16.01.13,제주항공,089590,0.15231241419911384,0.131892778724432,0.5999626140296459
94,16.04.14,현대상사,011760,0.2050582880775134,0.09520557589001126,0.5693207689457469
95,16.05.02,맥쿼리인프라,088980,0.23131786680132926,0.08382569491641673,0.5858634733577643
96,16.10.31,AK홀딩스,006840,0.23865577821828882,0.11995422268400387,0.5130376068913207
97,16.08.11,한온시스템,018880,0.20015675680977957,0.1404141772361029,0.5649345003423236
98,16.04.14,세아베스틸,001430,0.21380445312012683,0.1602061065016212,0.48459270007007726
99,16.04.27,효성,004800,0.17163900157500958,0.15378898450697975,0.5263052322398657
100,16.01.28,LG디스플레이,034220,0.177761545536494,0.1483537730845538,0.5638599994808736
101,16.06.03,매일유업,005990,0.26522108058974214,0.06657008022209848,0.5703963024515502
102,16.04.27,효성,004800,0.22628269785672278,0.17330086186750612,0.4669735410913306
103,16.08.01,쌍용차,003620,0.30109192462677653,0.16598535915638538,0.4217596992533258
104,16.03.30,현대제철,004020,0.2795015996431603,0.15900431792525685,0.4551201252376332
105,16.08.01,KT,030200,0.28185595816640713,0.09881306584201642,0.5160210575926957
106,16.11.07,삼성화재,000810,0.2359267805303846,0.06722788746867861,0.5984729085649763
107,16.05.17,삼성증권,016360,0.2525599365234375,0.08325068402290345,0.5404666574001312
108,16.06.27,고려아연,010130,0.18499619722083846,0.05445296066632203,0.66770895326872
109,16.04.06,웅진씽크빅,095720,0.2367268974582354,0.22953894610206285,0.42833397909998894
110,16.07.25,현대제철,004020,0.2148965284103105,0.10784716240498197,0.5664233184662186
111,16.06.21,금호석유,011780,0.21504312814189697,0.09261066266122808,0.5821600235658249
112,16.04.01,알테오젠,196170,0.24940768835392405,0.17243658228123443,0.49761714072937663
113,16.06.07,한라홀딩스,060980,0.17839248030166316,0.09763393217955178,0.589847745934153
114,16.01.12,로엔,016170,0.1777897001766577,0.06332049835018995,0.6908513400612808
115,16.01.28,GS건설,006360,0.21121287716101417,0.17497469882787384,0.4898934023720877
116,16.03.31,CJ제일제당,097950,0.22125113521550976,0.11537353113986724,0.5734144548863865
117,16.01.25,삼성에스디에스,018260,0.2739998152872332,0.1451444240654407,0.47657126715394105
118,16.08.11,컴투스,078340,0.20082186375345504,0.18189739311734834,0.5059974170511677
